Date,Close
2025-10-22 00:00:00-04:00,180.2602081298828
2025-10-23 00:00:00-04:00,182.13999938964844
2025-10-24 00:00:00-04:00,186.23953247070312
2025-10-27 00:00:00-04:00,191.46897888183594
2025-10-28 00:00:00-04:00,201.0079345703125
2025-10-29 00:00:00-04:00,207.01727294921875
2025-10-30 00:00:00-04:00,202.8677215576172
2025-10-31 00:00:00-04:00,202.4677734375
2025-11-03 00:00:00-05:00,206.85728454589844
2025-11-04 00:00:00-05:00,198.66818237304688
2025-11-05 00:00:00-05:00,195.18858337402344
2025-11-06 00:00:00-05:00,188.05935668945312
2025-11-07 00:00:00-05:00,188.1293487548828
2025-11-10 00:00:00-05:00,199.0281524658203
2025-11-11 00:00:00-05:00,193.1387939453125
2025-11-12 00:00:00-05:00,193.7787322998047
2025-11-13 00:00:00-05:00,186.8394775390625
2025-11-14 00:00:00-05:00,190.1491241455078
2025-11-17 00:00:00-05:00,186.5795135498047
2025-11-18 00:00:00-05:00,181.340087890625
2025-11-19 00:00:00-05:00,186.49951171875
2025-11-20 00:00:00-05:00,180.6201629638672
2025-11-21 00:00:00-05:00,178.86036682128906
2025-11-24 00:00:00-05:00,182.52996826171875
2025-11-25 00:00:00-05:00,177.80047607421875
2025-11-26 00:00:00-05:00,180.24020385742188
2025-11-28 00:00:00-05:00,176.98056030273438
2025-12-01 00:00:00-05:00,179.90025329589844
2025-12-02 00:00:00-05:00,181.44007873535156
2025-12-03 00:00:00-05:00,179.57028198242188
2025-12-04 00:00:00-05:00,183.37008666992188
2025-12-05 00:00:00-05:00,182.40013122558594
2025-12-08 00:00:00-05:00,185.5399627685547
2025-12-09 00:00:00-05:00,184.95999145507812
2025-12-10 00:00:00-05:00,183.77005004882812
2025-12-11 00:00:00-05:00,180.92019653320312
2025-12-12 00:00:00-05:00,175.01052856445312
2025-12-15 00:00:00-05:00,176.28045654296875
2025-12-16 00:00:00-05:00,177.71038818359375
2025-12-17 00:00:00-05:00,170.93075561523438
2025-12-18 00:00:00-05:00,174.1305694580078
2025-12-19 00:00:00-05:00,180.98020935058594
2025-12-22 00:00:00-05:00,183.6800537109375
2025-12-23 00:00:00-05:00,189.19976806640625
2025-12-24 00:00:00-05:00,188.59979248046875
2025-12-26 00:00:00-05:00,190.51968383789062
2025-12-29 00:00:00-05:00,188.20980834960938
2025-12-30 00:00:00-05:00,187.52984619140625
2025-12-31 00:00:00-05:00,186.4899139404297
2026-01-02 00:00:00-05:00,188.83978271484375
2026-01-05 00:00:00-05:00,188.1098175048828
2026-01-06 00:00:00-05:00,187.22987365722656
2026-01-07 00:00:00-05:00,189.09976196289062
2026-01-08 00:00:00-05:00,185.0299835205078
2026-01-09 00:00:00-05:00,184.84999084472656
2026-01-12 00:00:00-05:00,184.92999267578125
2026-01-13 00:00:00-05:00,185.79994201660156
2026-01-14 00:00:00-05:00,183.1300811767578
2026-01-15 00:00:00-05:00,187.03988647460938
2026-01-16 00:00:00-05:00,186.21990966796875
2026-01-20 00:00:00-05:00,178.06036376953125
2026-01-21 00:00:00-05:00,183.31008911132812
2026-01-22 00:00:00-05:00,184.82998657226562
2026-01-23 00:00:00-05:00,187.6598358154297
2026-01-26 00:00:00-05:00,186.4599151611328
2026-01-27 00:00:00-05:00,188.50979614257812
2026-01-28 00:00:00-05:00,191.5096435546875
2026-01-29 00:00:00-05:00,192.49957275390625
2026-01-30 00:00:00-05:00,191.11965942382812
2026-02-02 00:00:00-05:00,185.59996032714844
2026-02-03 00:00:00-05:00,180.33023071289062
2026-02-04 00:00:00-05:00,174.18057250976562
2026-02-05 00:00:00-05:00,171.87069702148438
2026-02-06 00:00:00-05:00,185.39996337890625
2026-02-09 00:00:00-05:00,190.0297088623047
2026-02-10 00:00:00-05:00,188.52978515625
2026-02-11 00:00:00-05:00,190.0397186279297
2026-02-12 00:00:00-05:00,186.9298858642578
2026-02-13 00:00:00-05:00,182.80010986328125
2026-02-17 00:00:00-05:00,184.95999145507812
2026-02-18 00:00:00-05:00,187.96981811523438
2026-02-19 00:00:00-05:00,187.88983154296875
2026-02-20 00:00:00-05:00,189.8097381591797
2026-02-23 00:00:00-05:00,191.53964233398438
2026-02-24 00:00:00-05:00,192.83956909179688
2026-02-25 00:00:00-05:00,195.54940795898438
2026-02-26 00:00:00-05:00,184.87998962402344
2026-02-27 00:00:00-05:00,177.180419921875
2026-03-02 00:00:00-05:00,182.47012329101562
2026-03-03 00:00:00-05:00,180.04025268554688
2026-03-04 00:00:00-05:00,183.03009033203125
2026-03-05 00:00:00-05:00,183.330078125
2026-03-06 00:00:00-05:00,177.8103790283203
2026-03-09 00:00:00-04:00,182.64010620117188
2026-03-10 00:00:00-04:00,184.760009765625
2026-03-11 00:00:00-04:00,186.02999877929688
2026-03-12 00:00:00-04:00,183.13999938964844
2026-03-13 00:00:00-04:00,180.25
2026-03-16 00:00:00-04:00,183.22000122070312
2026-03-17 00:00:00-04:00,181.92999267578125
2026-03-18 00:00:00-04:00,180.39999389648438
2026-03-19 00:00:00-04:00,178.55999755859375
2026-03-20 00:00:00-04:00,172.6999969482422
2026-03-23 00:00:00-04:00,175.63999938964844
2026-03-24 00:00:00-04:00,175.1999969482422
2026-03-25 00:00:00-04:00,178.67999267578125
2026-03-26 00:00:00-04:00,171.24000549316406
2026-03-27 00:00:00-04:00,167.52000427246094
2026-03-30 00:00:00-04:00,165.1699981689453
2026-03-31 00:00:00-04:00,174.39999389648438
2026-04-01 00:00:00-04:00,175.75
2026-04-02 00:00:00-04:00,177.38999938964844
2026-04-06 00:00:00-04:00,177.63999938964844
2026-04-07 00:00:00-04:00,178.10000610351562
2026-04-08 00:00:00-04:00,182.0800018310547
2026-04-09 00:00:00-04:00,183.91000366210938
2026-04-10 00:00:00-04:00,188.6300048828125
2026-04-13 00:00:00-04:00,189.30999755859375
2026-04-14 00:00:00-04:00,196.50999450683594
2026-04-15 00:00:00-04:00,198.8699951171875
2026-04-16 00:00:00-04:00,198.35000610351562
2026-04-17 00:00:00-04:00,201.67999267578125
2026-04-20 00:00:00-04:00,202.05999755859375
2026-04-21 00:00:00-04:00,199.8800048828125
2026-04-22 00:00:00-04:00,202.5
2026-04-23 00:00:00-04:00,199.63999938964844
2026-04-24 00:00:00-04:00,208.27000427246094
2026-04-27 00:00:00-04:00,216.61000061035156
2026-04-28 00:00:00-04:00,213.1699981689453
2026-04-29 00:00:00-04:00,209.25
2026-04-30 00:00:00-04:00,199.57000732421875
2026-05-01 00:00:00-04:00,198.4499969482422
2026-05-04 00:00:00-04:00,198.47999572753906
2026-05-05 00:00:00-04:00,196.5
2026-05-06 00:00:00-04:00,207.8300018310547
2026-05-07 00:00:00-04:00,211.5
2026-05-08 00:00:00-04:00,215.1999969482422
